Akkermansia,Allistipes et rel.,Anaerostipes caccae et rel.,Anaerotruncus colihominis et rel.,Bacteroides fragilis et rel.,Bacteroides ovatus et rel.,Bacteroides splachnicus et rel.,Bacteroides uniformis et rel.,Bacteroides vulgatus et rel.,Bifidobacterium,Bryantella formatexigens et rel.,Butyrivibrio crossotus et rel.,Clostridium cellulosi et rel.,Clostridium leptum et rel.,Clostridium nexile et rel.,Clostridium orbiscindens et rel.,Clostridium sphenoides et rel.,Clostridium symbiosum et rel.,Coprococcus eutactus et rel.,Dorea formicigenerans et rel.,Eubacterium rectale et rel.,Faecalibacterium prausnitzii et rel.,Lachnobacillus bovis et rel.,Lachnospira pectinoschiza et rel.,Oscillospira guillermondii et rel.,Outgrouping clostridium cluster XIVa,Parabacteroides distasonis et rel.,Prevotella melaninogenica et rel.,Prevotella oralis et rel.,Prevotella tannerae et rel.,Ruminococcus bromii et rel.,Ruminococcus callidus et rel.,Ruminococcus obeum et rel.,Sporobacter termitidis et rel.,Subdoligranulum variable at rel.,Sutterella wadsworthia et rel.,Tannerella et rel.,Uncultured Clostridiales I,Uncultured Clostridiales II
0.001896085,0.003094149,0.003471733,0.002639007,0.002772692,0.001944048,0.002020585,0.000528618,0.011651022,0.001190921,0.002876783,0.007593524,0.011381611,0.001227659,0.003193137,0.015789141,0.005256584,0.012291895,0.003826866,0.008003764,0.003803395,0.024721557,0.00410036,0.003828907,0.0882057,0.022108063,0.001357262,0.600926204,0.103749921,0.00129093,0.002854332,0.002054262,0.012497015,0.006900606,0.00592603,0.00670569,0.00135318,0.00215325,0.002813512
0.002303739,0.017579302,0.010668084,0.008931419,0.013420757,0.012617402,0.013716108,0.0021029,0.03526493,0.021477937,0.016161616,0.020710024,0.015405517,0.009699333,0.010443617,0.022163152,0.021832359,0.034402505,0.017567488,0.024053399,0.014791187,0.101730758,0.014779373,0.017295765,0.022883809,0.014094158,0.011518696,0.243333924,0.039269892,0.006060606,0.005446276,0.010691712,0.059460098,0.021040818,0.032193278,0.006580424,0.009014118,0.019977553,0.019315967
0.003130424,0.002786511,0.001226715,0.002140658,0.001295768,0.001138705,0.001479911,0.000273506,0.004163519,0.003325399,0.002026923,0.007911362,0.010764219,0.00926129,0.001490743,0.011571197,0.003383621,0.00616607,0.003968544,0.004239342,0.001363468,0.032954758,0.006809215,0.004569716,0.057746311,0.001833302,0.001394609,0.661567541,0.087459617,0.000946439,0.01222382,0.002890768,0.014254805,0.01569545,0.005145161,0.000966749,0.001160369,0.005539172,0.003734304
0.004759375,0.004048927,0.00071202,0.001710106,0.001532494,0.001232282,0.00150263,0.000157179,0.002967536,0.00173997,0.001479053,0.005752745,0.011263435,0.013275324,0.000784322,0.018306618,0.002010317,0.004207677,0.001887718,0.002148635,0.000779607,0.009492029,0.000914781,0.002755345,0.128056735,0.001719536,0.001949017,0.622381008,0.097472879,0.001413038,0.006263576,0.001496342,0.006313874,0.017687334,0.002496,0.000757602,0.001851567,0.008504946,0.006216423
0.001927426,0.003004355,0.010611889,0.003103763,0.001852869,0.00171204,0.002336107,0.000176727,0.004269055,0.004509293,0.003852091,0.021753958,0.063709991,0.004962156,0.004338089,0.01324346,0.007767693,0.015899884,0.004338089,0.010070663,0.013541687,0.102700329,0.020743302,0.007839488,0.045943431,0.004070238,0.002142812,0.462949514,0.089688823,0.005773994,0.00527695,0.004884838,0.014303821,0.01246752,0.012633201,0.001444189,0.001496655,0.003446172,0.005213439
0.003430789,0.003171791,0.000994704,0.00399508,0.001390083,0.00126246,0.001433875,0.000152646,0.006137134,0.001963132,0.002750137,0.007816244,0.073372846,0.003930018,0.001609043,0.012348089,0.00483964,0.013535477,0.006598827,0.005036078,0.002625017,0.035635415,0.001875548,0.003120492,0.12936653,0.004636946,0.002351004,0.526146943,0.08342123,0.001268716,0.003325689,0.002852735,0.013117576,0.014789179,0.009524131,0.001913084,0.001761689,0.001880553,0.004619429
0.000676995,0.002966553,0.000906186,0.002756168,0.001912275,0.001745377,0.001644298,0.000208035,0.009328659,0.001296398,0.001654876,0.010367658,0.004239445,0.002073296,0.001158883,0.004856497,0.00611881,0.007605613,0.001437439,0.003227478,0.003374396,0.01607745,0.007275343,0.002354202,0.093017434,0.001523238,0.0013916,0.651279532,0.113712787,0.010735538,0.001579654,0.002491717,0.004939946,0.008497695,0.006075323,0.001080136,0.001402178,0.004773048,0.002237844
0.00104102,0.010307879,0.002687078,0.001906313,0.004933724,0.003888255,0.00377481,0.000945371,0.150612044,0.001984167,0.006003661,0.00505829,0.002095387,0.001514818,0.002711546,0.048718856,0.007084721,0.022559886,0.003443375,0.007429503,0.002124304,0.005774548,0.008243634,0.003200915,0.326595619,0.003129734,0.039954711,0.214027525,0.058650811,0.005027149,0.003485638,0.001376905,0.012514486,0.010912917,0.002851684,0.001503696,0.006328424,0.002640365,0.00295623
0.002355238,0.00467167,0.003805993,0.006122425,0.002720912,0.002297029,0.003191064,0.001074633,0.008401543,0.001428367,0.0033239,0.017615031,0.006331381,0.002695538,0.003797038,0.033140496,0.006470188,0.012809032,0.005150777,0.0162195,0.0052463,0.028919576,0.00355823,0.007401537,0.188481722,0.003767187,0.003028376,0.470111762,0.077510911,0.001508964,0.007549299,0.003150765,0.010010508,0.013520976,0.014170234,0.004249279,0.001695533,0.005229882,0.007267208
0.003379821,0.004442303,0.001514301,0.003596906,0.0020879,0.001629021,0.00186552,0.000331805,0.005672452,0.001604312,0.00252913,0.005688336,0.009770596,0.004812936,0.002931532,0.040981437,0.005435953,0.012043812,0.004668213,0.009016975,0.001826692,0.009166993,0.001544305,0.005788937,0.181906749,0.012988044,0.00197318,0.521427891,0.079597881,0.001655495,0.00516239,0.002149672,0.007903311,0.013570468,0.005757168,0.000765975,0.001909643,0.013044522,0.007857423
0.005472646,0.005458866,0.001007912,0.003982432,0.002070944,0.001580768,0.002336702,0.000228355,0.0037088,0.002419382,0.001944955,0.004281656,0.109907654,0.003580843,0.001265795,0.091566417,0.002423319,0.004769863,0.001763845,0.003537534,0.001163429,0.010927574,0.002498125,0.004029678,0.510739575,0.00232489,0.003645806,0.12380778,0.022079566,0.002872155,0.004126139,0.002659548,0.010945291,0.022939834,0.004630094,0.001078781,0.002529622,0.002742229,0.010951197
0.007403629,0.002474031,0.001788595,0.003113309,0.001700896,0.001652431,0.001883217,0.000166166,0.006420479,0.002317096,0.003881828,0.013609477,0.048779024,0.002148622,0.010260766,0.030650749,0.013992583,0.053122425,0.013985659,0.025795002,0.009095294,0.039159845,0.004742662,0.010406161,0.049353683,0.016413532,0.001428568,0.470979758,0.081396073,0.000819292,0.003554111,0.001931683,0.029090632,0.006498946,0.017304368,0.003173314,0.001241631,0.002677123,0.00558734
0.003553211,0.00399957,0.001642537,0.006621528,0.002326526,0.002183627,0.002186838,0.00021194,0.012091834,0.001412935,0.003668814,0.02166447,0.003135753,0.001472343,0.007230053,0.044248953,0.007382586,0.033788416,0.00662795,0.01932831,0.011309903,0.061061275,0.006212098,0.007573653,0.301515533,0.006486657,0.002239823,0.303239957,0.043354629,0.001117503,0.005951989,0.001952419,0.019858161,0.014437628,0.015351219,0.006433672,0.001639326,0.00174369,0.003742672
0.00598473,0.100473782,0.018471363,0.001869269,0.023629933,0.018712417,0.004676461,0.05200426,0.297505303,0.00402123,0.055576252,0.011528988,0.003002226,0.004882453,0.002851019,0.016492523,0.0103018,0.030256745,0.006734191,0.015276292,0.004139566,0.117623727,0.002226469,0.004211883,0.054379744,0.006646535,0.032395558,0.011336144,0.004843008,0.011358058,0.000633316,0.002588051,0.029483179,0.00501832,0.00489341,0.01050341,0.007919742,0.002715152,0.002833488
0.001904796,0.007759257,0.003618781,0.001365453,0.001859575,0.001827589,0.001867295,0.001712882,0.026661623,0.010656708,0.003845988,0.004396361,0.017617428,0.003071717,0.002490462,0.007071016,0.004293786,0.007578373,0.003489735,0.005646004,0.002108841,0.052437576,0.001863986,0.002633846,0.029241424,0.001830898,0.002277593,0.653184935,0.091306654,0.001320232,0.002254431,0.009389418,0.008253379,0.00498313,0.01003685,0.000688241,0.001336776,0.003336425,0.002780538
0.013662025,0.093997783,0.010538002,0.001197542,0.035835156,0.044459693,0.004336442,0.059289508,0.404183588,0.002541988,0.015603383,0.028590396,0.002129171,0.001753544,0.001201262,0.012875441,0.005420553,0.011346901,0.001491349,0.004461032,0.001573169,0.030699112,0.001255188,0.001958093,0.126337008,0.001959953,0.017422011,0.006988144,0.005807337,0.012202288,0.000353312,0.001894869,0.007624106,0.006147632,0.00498914,0.006990003,0.0065214,0.002192395,0.002170081
0.001513562,0.059608948,0.003250462,0.002024509,0.010655989,0.005663806,0.002622222,0.01128423,0.468047296,0.002501715,0.0615483,0.008223364,0.004612989,0.002980528,0.002122521,0.009971512,0.007018299,0.042900319,0.003780691,0.004309313,0.004296459,0.104488787,0.001609967,0.00907173,0.061956415,0.005495097,0.004566393,0.00301909,0.001728867,0.009955445,0.001478213,0.002932325,0.007593517,0.012968108,0.044121451,0.001001007,0.005120723,0.002114488,0.00184134
0.008900261,0.049588321,0.006853539,0.001061204,0.021182203,0.014235265,0.00308216,0.003239972,0.644863952,0.004357537,0.006069312,0.023245029,0.005399417,0.003781041,0.001267325,0.00864583,0.003154625,0.012476791,0.009879338,0.003239972,0.001351062,0.01773611,0.000953312,0.00273111,0.061040946,0.002607115,0.004512128,0.001267325,0.002027398,0.013837515,0.000974246,0.002859936,0.007645819,0.023884327,0.00998884,0.002421927,0.005821322,0.001801953,0.002014515
0.002598529,0.088450833,0.011118544,0.005491199,0.008704904,0.009447821,0.01013191,0.006571959,0.175926797,0.002611975,0.006118141,0.018631755,0.203221436,0.004840727,0.003257406,0.008464548,0.008750286,0.018144321,0.004839046,0.004208743,0.004768452,0.024875956,0.004820557,0.013917089,0.221274994,0.002806949,0.012713631,0.001366497,0.001275733,0.00441044,0.00178838,0.00638707,0.015460071,0.046260875,0.012041308,0.003857454,0.005906359,0.008943579,0.005593729
0.000917493,0.0050151,0.001846902,0.001105493,0.002810733,0.002743212,0.002294395,0.000455437,0.027740597,0.001089606,0.006458198,0.005587043,0.001607268,0.001049888,0.003966536,0.039865275,0.016656538,0.081647622,0.004153212,0.013734594,0.003973156,0.003460789,0.016799524,0.002602874,0.140541943,0.002430761,0.007092368,0.476975953,0.082010382,0.00203093,0.001412648,0.000677859,0.014152961,0.016668454,0.001872057,0.00080893,0.002535353,0.001364986,0.00184293
0.043393873,0.009133045,0.001241356,0.004524846,0.055941391,0.00264644,0.002926266,0.021981228,0.007186171,0.0040932,0.00279826,0.020201058,0.0309178,0.013247083,0.00115205,0.098850034,0.003301352,0.008004811,0.001595604,0.003271583,0.004030686,0.010555991,0.002372568,0.002595833,0.31274429,0.002268377,0.004370049,0.125204288,0.031557827,0.004030686,0.002774445,0.003735975,0.008888942,0.057840636,0.028658353,0.001485459,0.004054501,0.030504014,0.02591963
0.002437304,0.004438721,0.001956498,0.007248692,0.001746873,0.001372543,0.002235998,0.000339392,0.004771459,0.001936534,0.002219361,0.007518209,0.169270339,0.003339023,0.003378952,0.019598252,0.004793087,0.021539777,0.002400703,0.006997475,0.004704912,0.014048187,0.010339825,0.002978003,0.346300123,0.003099452,0.003032904,0.248924425,0.036657716,0.003104443,0.002453941,0.002751741,0.010591042,0.018783045,0.010928771,0.000866782,0.002054655,0.003237538,0.005603303
0.002245123,0.001521058,0.000753583,0.003321671,0.000916802,0.000867315,0.000997543,0.000132832,0.004909579,0.000826511,0.001686013,0.00964118,0.089844856,0.003216621,0.003161925,0.007238047,0.004859224,0.01986057,0.003901617,0.005439171,0.003661999,0.020389294,0.002603683,0.002912756,0.071843067,0.002496028,0.000988861,0.583688565,0.092392106,0.000625092,0.004758515,0.001298803,0.00863235,0.012587795,0.017150968,0.001188543,0.000744033,0.003668944,0.003027356
0.002086833,0.005112603,0.000912467,0.003266772,0.003059203,0.002748546,0.00265521,0.000267471,0.18506925,0.001111678,0.002141164,0.009205471,0.011757593,0.001235662,0.001752494,0.009009047,0.006693748,0.015277905,0.000920826,0.004286506,0.007799853,0.018037596,0.002545157,0.004675176,0.135637209,0.001895982,0.004009283,0.448334852,0.052127651,0.015559308,0.000905502,0.002032503,0.004294865,0.010129083,0.011597389,0.005526347,0.00293104,0.0014293,0.001961456
0.003099979,0.004374833,0.00067125,0.002548409,0.00240141,0.002060582,0.00210221,0.000478721,0.014002589,0.001009477,0.002110015,0.013894616,0.013807458,0.001795204,0.002134731,0.006314434,0.00326649,0.004551752,0.001590967,0.00765043,0.001523321,0.009785161,0.002333765,0.001489499,0.162811965,0.004547849,0.001960414,0.57755475,0.099162889,0.001658612,0.00199814,0.00159617,0.006037348,0.012967094,0.005105924,0.002764353,0.001754877,0.003842777,0.011239536
0.003046365,0.007789067,0.000964095,0.008531582,0.038487501,0.005844735,0.008734086,0.015130571,0.115144071,0.001482095,0.005885823,0.008063475,0.317290027,0.005027382,0.003439633,0.017054359,0.002541572,0.008414188,0.003105061,0.004383185,0.003994318,0.025255771,0.001465953,0.00290109,0.15043553,0.002327329,0.016892943,0.128619392,0.018058075,0.00303169,0.001938462,0.002704456,0.016737396,0.014931002,0.015325738,0.002680977,0.003121203,0.002253958,0.006965844
0.001680213,0.00153916,0.001122212,0.001210924,0.001429157,0.001237538,0.001439802,0.000287428,0.006580687,0.000778008,0.001367945,0.008423243,0.046880073,0.001218021,0.00173344,0.003583094,0.003021545,0.009436339,0.001521418,0.003868748,0.007136913,0.023580646,0.003724147,0.004340698,0.028262887,0.001696181,0.000799299,0.699781235,0.108939727,0.000713248,0.000556227,0.001460206,0.004549172,0.003996494,0.003036626,0.004239566,0.000768249,0.002839684,0.001219796
0.000792348,0.009186369,0.001396225,0.000930817,0.004482281,0.003737371,0.003101441,0.000564131,0.065620032,0.001106467,0.005188728,0.002983486,0.001470588,0.00083594,0.001065439,0.00545028,0.013603262,0.054882302,0.001280835,0.004925894,0.001871891,0.002491153,0.007723473,0.002528335,0.118953536,0.001461613,0.0161457,0.532127289,0.108817119,0.003780963,0.000483358,0.000778245,0.003695061,0.006274681,0.001376994,0.001498795,0.003955331,0.001459049,0.001973178
0.015331096,0.005309737,0.001965952,0.016842214,0.004365081,0.002607386,0.004218467,0.002622381,0.019041415,0.001469466,0.00303723,0.008613537,0.088569486,0.004286776,0.003557041,0.02472435,0.005356387,0.017302047,0.004053527,0.006747548,0.003442083,0.022021999,0.002480765,0.004603327,0.509566524,0.002175876,0.003570369,0.089847355,0.015489372,0.001411154,0.004986522,0.007713864,0.010394557,0.038917527,0.013453445,0.003167183,0.001812675,0.010467863,0.014456414
0.063724431,0.008567925,0.001163738,0.009911301,0.040022702,0.002868992,0.003178802,0.018099123,0.007945703,0.002712786,0.002473269,0.00883608,0.016474576,0.00580307,0.00104398,0.166841531,0.003551094,0.007076153,0.001757323,0.003095492,0.001418875,0.007195912,0.001470944,0.002116598,0.365661131,0.002673734,0.003522456,0.071144238,0.018653656,0.003860903,0.006539844,0.005912415,0.008018599,0.067390076,0.007464066,0.001645375,0.003170991,0.014076807,0.032915307
0.005786168,0.004773096,0.000605723,0.004671638,0.003158845,0.001309876,0.002080658,0.001461306,0.005036586,0.00130079,0.001414363,0.003543479,0.057705703,0.002342633,0.000598151,0.016489291,0.001723282,0.003802425,0.000881327,0.001853512,0.000660238,0.006441863,0.001930742,0.00121296,0.523050784,0.001038815,0.004274889,0.247708853,0.037777421,0.003684309,0.0009949,0.003152788,0.00557265,0.026479175,0.003926599,0.00082984,0.001988285,0.002313861,0.006422177
0.006743876,0.002121178,0.001347856,0.015356136,0.001291552,0.001261676,0.001620185,0.000160869,0.00673928,0.001045651,0.004243506,0.030457179,0.004934095,0.001505278,0.003143848,0.014379429,0.017410669,0.085148189,0.002030402,0.006682976,0.015546881,0.027817772,0.005653411,0.006734684,0.147574721,0.006366982,0.001200775,0.424882594,0.062813767,0.000953726,0.012192754,0.002215402,0.005139778,0.012461636,0.045521453,0.009938284,0.000907763,0.001384626,0.003069159
0.001183213,0.007813647,0.001412699,0.006492249,0.008014756,0.006124577,0.006207241,0.004102381,0.127717904,0.001041326,0.00339418,0.007539744,0.164952715,0.003222682,0.003105471,0.009062251,0.00243922,0.006772321,0.002072782,0.003120277,0.00275754,0.007181942,0.006416987,0.003458338,0.247963924,0.001758163,0.007751957,0.258098346,0.031197833,0.003411453,0.001180745,0.002653901,0.009939482,0.014428042,0.01204681,0.001557054,0.002589743,0.005539756,0.004276346
0.001664406,0.001850447,0.001704272,0.003961131,0.004398549,0.001693198,0.003521497,0.001167188,0.007052961,0.000939066,0.002287866,0.011261039,0.051218959,0.002386423,0.003122837,0.006195842,0.002522632,0.014331829,0.002102932,0.005141607,0.009042939,0.011039561,0.005030868,0.003779519,0.074944769,0.002130617,0.00097118,0.622071371,0.095008444,0.000798428,0.001067523,0.002005482,0.006268929,0.015434789,0.008180283,0.00234988,0.000832757,0.007918939,0.002599042
0.00041588,0.001764584,0.000882873,0.000846861,0.001375423,0.001397495,0.001244154,0.000182383,0.00752533,0.000910753,0.002053841,0.010891864,0.001777363,0.001378908,0.002001566,0.003129552,0.002968079,0.014924038,0.001230214,0.003250367,0.003042427,0.014012123,0.002570787,0.001618213,0.010169303,0.001884237,0.001032729,0.771331256,0.107671004,0.000680742,0.00144977,0.000854993,0.006326482,0.007058337,0.005248447,0.000734179,0.000822466,0.00210147,0.001239507
0.005508138,0.003179728,0.00238946,0.004017481,0.002287709,0.002223266,0.00248782,0.000452793,0.009269544,0.00164498,0.004198937,0.013417606,0.023830157,0.009445913,0.003106807,0.016127583,0.004994293,0.012054138,0.005419953,0.006830905,0.010037767,0.054794776,0.002326713,0.003513812,0.16167096,0.002867691,0.001865441,0.470292857,0.058155961,0.001029384,0.028441187,0.005871051,0.018896914,0.019476897,0.009644328,0.000927633,0.001449956,0.008660732,0.00718873
0.004552599,0.003269383,0.000552634,0.002822854,0.001278795,0.001131794,0.001290953,0.000208896,0.004673073,0.001104163,0.001654586,0.005778341,0.027200644,0.006800714,0.000512844,0.029364758,0.00154627,0.004491809,0.001303111,0.001479954,0.000628897,0.006291185,0.000780319,0.001229058,0.20347872,0.001357269,0.001663428,0.55172875,0.0744199,0.001212479,0.004234281,0.001759587,0.005374918,0.026300956,0.001925377,0.000561476,0.001575007,0.008386773,0.006073447
0.002756791,0.002749751,0.001692371,0.008733594,0.009327754,0.001168609,0.002368194,0.004744835,0.0068427,0.002352706,0.001754322,0.009555844,0.162390214,0.005407985,0.001624789,0.007914159,0.003448101,0.010442861,0.001942989,0.004488586,0.003695903,0.013324961,0.007584696,0.00205985,0.232750343,0.001733202,0.002024651,0.377124264,0.045895366,0.00575012,0.0036424,0.003122862,0.011552335,0.025389795,0.00365648,0.000877161,0.001222112,0.001847247,0.005039099
0.001067015,0.00135294,0.001832768,0.002441865,0.001072492,0.000971707,0.001897402,0.000216909,0.005416141,0.001037436,0.001861251,0.012562074,0.003050961,0.002209619,0.002143889,0.003273348,0.004213285,0.026484756,0.001567657,0.004512356,0.008836286,0.066045373,0.005356984,0.018162259,0.01549253,0.00222167,0.000866539,0.682733968,0.08641506,0.00399309,0.003615143,0.001763752,0.005337265,0.003621716,0.006261866,0.001621337,0.000662776,0.006443718,0.001362799
0.000324051,0.001246712,0.000933267,0.001709811,0.001663854,0.00120547,0.000952121,0.000200322,0.006459808,0.001122984,0.002994231,0.004550854,0.004517859,0.000777722,0.001748697,0.002562948,0.003766061,0.008294526,0.001719238,0.004937358,0.005766928,0.065387588,0.001225502,0.00274913,0.004813629,0.002218865,0.002018543,0.747145995,0.099329273,0.000481952,0.000142582,0.001167762,0.004190273,0.001881852,0.005114113,0.001379868,0.000727052,0.001378689,0.001192507
0.000511918,0.001512484,0.000813306,0.001221068,0.001061509,0.001002782,0.00119115,0.000159559,0.004047695,0.001186718,0.001166773,0.002792278,0.039652561,0.001160125,0.001379518,0.002190608,0.002386733,0.005139121,0.001348493,0.00340946,0.004104205,0.014746994,0.001206663,0.001510268,0.018657291,0.001452649,0.0009363,0.75945524,0.105997968,0.000518566,0.000390032,0.001092534,0.004501994,0.004349083,0.002470944,0.001830493,0.000791145,0.001286442,0.00136733
0.004292308,0.002105244,0.001161066,0.005962477,0.01847186,0.004694915,0.006857303,0.005229992,0.012440551,0.001153274,0.00200654,0.010019715,0.03618656,0.010036598,0.001123403,0.009841789,0.002529929,0.006143001,0.001788353,0.002576684,0.002970199,0.01448865,0.001342889,0.001671468,0.179191202,0.00149484,0.001559777,0.448090994,0.069825009,0.000581832,0.018051071,0.006517035,0.00820149,0.021081012,0.008582019,0.000889631,0.000948074,0.063671618,0.006219626
0.007346463,0.002914806,0.00071337,0.005915967,0.017440027,0.001127626,0.001419231,0.006611816,0.004594355,0.001173932,0.002087547,0.008970945,0.036149102,0.012347564,0.000647039,0.038350538,0.001663279,0.011022197,0.001081319,0.001616973,0.001121368,0.010193686,0.00113138,0.001380434,0.26789308,0.00168831,0.00195113,0.348732954,0.054701736,0.000724634,0.013373816,0.003663219,0.007864595,0.043912323,0.004377841,0.000684585,0.001574421,0.059674052,0.012162338
0.004116684,0.001746842,0.001162933,0.008417825,0.010754685,0.000805013,0.001781046,0.003668369,0.00311622,0.001439007,0.00146466,0.024763627,0.126589871,0.006175026,0.000929613,0.005870856,0.002837702,0.014349759,0.001314407,0.002896338,0.001567272,0.015180426,0.006379028,0.001513523,0.138969241,0.001260658,0.00111407,0.477366788,0.066129584,0.004426962,0.00497056,0.003734333,0.012557719,0.030236251,0.003645159,0.0005607,0.000748821,0.002405267,0.003033153
0.001008034,0.001369405,0.001065093,0.001137095,0.001468578,0.001157473,0.00219132,0.000379032,0.003980513,0.001491674,0.001783759,0.003499591,0.036665553,0.001598998,0.001897876,0.008960909,0.002461669,0.010024644,0.001789193,0.003480572,0.004965452,0.045501477,0.001698171,0.002668166,0.020879354,0.001616659,0.000969995,0.695175564,0.10681904,0.000502659,0.000573303,0.002139696,0.005733026,0.005072777,0.004714123,0.001612583,0.000688778,0.00965648,0.001601715
0.165920057,0.010904999,0.002080612,0.004428385,0.088481342,0.00633089,0.005785775,0.026934619,0.016132166,0.004107253,0.002677,0.023688216,0.033956348,0.01807515,0.001745987,0.060116471,0.004406796,0.009652853,0.003354346,0.004603793,0.005005883,0.005874829,0.002917175,0.009237271,0.1983544,0.002183159,0.00571831,0.03714608,0.006584558,0.00198886,0.022441468,0.005505122,0.012885763,0.077705875,0.025782321,0.00145454,0.003184335,0.024057923,0.05858907
0.001065688,0.003150034,0.000936137,0.003803999,0.001475636,0.001176604,0.00125469,0.000271524,0.008411034,0.000781741,0.001346972,0.003807548,0.091855876,0.001705455,0.001710779,0.004562669,0.004604373,0.013610808,0.001630919,0.002895369,0.004407385,0.004104805,0.005392326,0.003308867,0.119481229,0.001548397,0.001625595,0.5855984,0.092879859,0.001071899,0.000632669,0.001665525,0.005018758,0.011076584,0.005710878,0.000593626,0.001375367,0.001925514,0.002524464
0.005123738,0.007486698,0.00188779,0.005046384,0.003300409,0.002895225,0.002902592,0.000454911,0.027467802,0.00162442,0.003112551,0.023966642,0.026935537,0.002722101,0.024401294,0.011584583,0.00651794,0.008437039,0.004291268,0.019237038,0.002355593,0.009304501,0.002501091,0.001755184,0.251134976,0.00679236,0.003571146,0.365186946,0.066319436,0.002545293,0.002475307,0.002447681,0.015118894,0.030633763,0.009374488,0.003447749,0.002797612,0.018006752,0.014835265
0.000728679,0.00123381,0.000705034,0.000676016,0.001240259,0.000921059,0.000962974,0.000317051,0.00817453,0.000941479,0.001438012,0.003402651,0.014357553,0.001194045,0.001460582,0.00406792,0.002450425,0.006523718,0.001813099,0.002755653,0.004248477,0.030473394,0.001717447,0.002636356,0.00521575,0.002189261,0.000804986,0.769253835,0.110749518,0.000501907,0.001563758,0.001239184,0.004609593,0.002166691,0.003095273,0.001152129,0.000662045,0.001151055,0.001204792
0.000242577,0.002720065,0.000903815,0.000571349,0.001897519,0.001983714,0.001768227,0.000279518,0.012750689,0.00108975,0.001759607,0.003381303,0.001327401,0.001178407,0.001634009,0.003004508,0.002808722,0.009237631,0.002367897,0.003181823,0.001898751,0.007271156,0.002793946,0.00141729,0.011841948,0.002328494,0.001663562,0.773276625,0.111192654,0.001013406,0.000615678,0.000716649,0.011132687,0.007577763,0.006065658,0.000591051,0.001333558,0.001672181,0.001508411
0.006581064,0.002828887,0.002076928,0.003617015,0.001755204,0.001755204,0.001859907,0.000270324,0.008511408,0.00344949,0.006194614,0.019524267,0.120901589,0.005775802,0.003597978,0.03773118,0.009034923,0.028085171,0.005633025,0.007982181,0.0098478,0.227571174,0.004448929,0.012986988,0.17007967,0.006411635,0.001939862,0.162577219,0.034409237,0.001092719,0.002549044,0.010969075,0.016495493,0.022440724,0.018863686,0.009324284,0.001454421,0.002200668,0.007171209
0.002732182,0.003270515,0.000650244,0.002132106,0.001892847,0.001857151,0.001726909,0.000276884,0.026084045,0.001433624,0.002443721,0.011331032,0.00383779,0.000965718,0.001551324,0.005228965,0.008036398,0.019166762,0.001174105,0.003919794,0.008493691,0.038423245,0.00195652,0.002530549,0.06110364,0.001985463,0.001975816,0.656184939,0.087198297,0.005656351,0.001108502,0.001639117,0.004481281,0.005376572,0.010539934,0.00662014,0.001662271,0.001516593,0.001834962
0.000688389,0.002150197,0.000562652,0.001542316,0.001909578,0.001438289,0.001450953,0.000419727,0.010457901,0.000843977,0.001379491,0.003057495,0.006523863,0.001350545,0.000909107,0.003134385,0.002298549,0.004318486,0.001865253,0.002624199,0.001373159,0.010574592,0.001222094,0.00192586,0.036968557,0.001688859,0.001118971,0.758482288,0.112773637,0.001205811,0.001091833,0.001355972,0.004634186,0.006308572,0.003761262,0.002088685,0.001156963,0.001529652,0.001813692
0.001320157,0.006166619,0.00127925,0.002394876,0.01491591,0.004765579,0.002803008,0.005823564,0.041468721,0.00193561,0.013214581,0.007212517,0.09479096,0.003241821,0.002832758,0.008528025,0.004095274,0.008911986,0.005274118,0.005122579,0.004539665,0.034239469,0.001504235,0.002430204,0.054590333,0.002406962,0.014821082,0.515634558,0.081472253,0.00318511,0.001001274,0.001929102,0.011559737,0.012666995,0.013438636,0.000699125,0.002895048,0.001793368,0.00309493
0.00578875,0.08384283,0.025083412,0.001736801,0.028973635,0.021868221,0.008571499,0.018065893,0.112964128,0.033201374,0.008698067,0.009452205,0.003932412,0.010055163,0.005553192,0.04188362,0.017062135,0.042630726,0.040561683,0.021727589,0.002193854,0.114110276,0.003006001,0.003658181,0.061398019,0.002967328,0.044423779,0.001960054,0.002754622,0.005126024,0.013497122,0.002710675,0.133738938,0.011208342,0.038436387,0.001731527,0.007567741,0.002083106,0.005774687
0.010752741,0.012491705,0.009690787,0.0011255,0.021503037,0.005847467,0.003380166,0.018897645,0.360378735,0.00811802,0.005605503,0.005493075,0.122602508,0.007834506,0.003955747,0.031214599,0.007108614,0.036187085,0.010657422,0.02187576,0.004014405,0.066929976,0.008589728,0.002838802,0.047598506,0.001098615,0.016497557,0.002290105,0.001863613,0.007493557,0.00551996,0.007019405,0.077419978,0.005186343,0.008796253,0.023463192,0.004844171,0.001492112,0.0023231
0.00302418,0.029309482,0.016887723,0.018035037,0.008859585,0.010792492,0.005956657,0.003655916,0.137584915,0.001146295,0.01785163,0.013543599,0.079581383,0.002993612,0.005071208,0.019623547,0.007136576,0.019623547,0.032808483,0.012642867,0.014286398,0.01505569,0.004161305,0.008564095,0.193076787,0.002823451,0.025849201,0.153543375,0.014701102,0.005210801,0.001661873,0.003577458,0.039328608,0.048163738,0.009174433,0.003501039,0.005057962,0.003507152,0.002626798
