Actinomycetaceae,Aerococcus,Aeromonas,Akkermansia,Alcaligenes faecalis et rel.,Allistipes et rel.,Anaerobiospirillum,Anaerofustis,Anaerostipes caccae et rel.,Anaerotruncus colihominis et rel.,Anaerovorax odorimutans et rel.,Aneurinibacillus,Aquabacterium,Asteroleplasma et rel.,Atopobium,Bacillus,Bacteroides fragilis et rel.,Bacteroides intestinalis et rel.,Bacteroides ovatus et rel.,Bacteroides plebeius et rel.,Bacteroides splachnicus et rel.,Bacteroides stercoris et rel.,Bacteroides uniformis et rel.,Bacteroides vulgatus et rel.,Bifidobacterium,Bilophila et rel.,Brachyspira,Bryantella formatexigens et rel.,Bulleidia moorei et rel.,Burkholderia,Butyrivibrio crossotus et rel.,Campylobacter,Catenibacterium mitsuokai et rel.,Clostridium (sensu stricto),Clostridium cellulosi et rel.,Clostridium colinum et rel.,Clostridium difficile et rel.,Clostridium felsineum et rel.,Clostridium leptum et rel.,Clostridium nexile et rel.,Clostridium orbiscindens et rel.,Clostridium ramosum et rel.,Clostridium sphenoides et rel.,Clostridium stercorarium et rel.,Clostridium symbiosum et rel.,Clostridium thermocellum et rel.,Collinsella,Coprobacillus catenaformis et rel.,Coprococcus eutactus et rel.,Corynebacterium,Desulfovibrio et rel.,Dialister,Dorea formicigenerans et rel.,Eggerthella lenta et rel.,Enterobacter aerogenes et rel.,Enterococcus,Escherichia coli et rel.,Eubacterium biforme et rel.,Eubacterium cylindroides et rel.,Eubacterium hallii et rel.,Eubacterium limosum et rel.,Eubacterium rectale et rel.,Eubacterium siraeum et rel.,Eubacterium ventriosum et rel.,Faecalibacterium prausnitzii et rel.,Fusobacteria,Gemella,Granulicatella,Haemophilus,Helicobacter,Klebisiella pneumoniae et rel.,Lachnobacillus bovis et rel.,Lachnospira pectinoschiza et rel.,Lactobacillus catenaformis et rel.,Lactobacillus gasseri et rel.,Lactobacillus plantarum et rel.,Lactobacillus salivarius et rel.,Lactococcus,Leminorella,Megamonas hypermegale et rel.,Megasphaera elsdenii et rel.,Methylobacterium,Micrococcaceae,Mitsuokella multiacida et rel.,Moraxellaceae,Novosphingobium,Oceanospirillum,Oscillospira guillermondii et rel.,Outgrouping clostridium cluster XIVa,Oxalobacter formigenes et rel.,Papillibacter cinnamivorans et rel.,Parabacteroides distasonis et rel.,Peptococcus niger et rel.,Peptostreptococcus anaerobius et rel.,Peptostreptococcus micros et rel.,Phascolarctobacterium faecium et rel.,Prevotella melaninogenica et rel.,Prevotella oralis et rel.,Prevotella ruminicola et rel.,Prevotella tannerae et rel.,Propionibacterium,Proteus et rel.,Pseudomonas,Roseburia intestinalis et rel.,Ruminococcus bromii et rel.,Ruminococcus callidus et rel.,Ruminococcus gnavus et rel.,Ruminococcus lactaris et rel.,Ruminococcus obeum et rel.,Serratia,Sporobacter termitidis et rel.,Staphylococcus,Streptococcus bovis et rel.,Streptococcus intermedius et rel.,Streptococcus mitis et rel.,Subdoligranulum variable at rel.,Sutterella wadsworthia et rel.,Tannerella et rel.,Uncultured Bacteroidetes,Uncultured Chroococcales,Uncultured Clostridiales I,Uncultured Clostridiales II,Uncultured Mollicutes,Uncultured Selenomonadaceae,Veillonella,Vibrio,Weissella et rel.,Wissella et rel.,Xanthomonadaceae,Yersinia et rel.
1.49E-05,1.24E-06,1.24E-06,0.010654874,0.006020159,0.080130865,1.24E-06,7.46E-06,0.00303928,0.014940432,0.000757956,1.24E-06,0.000156561,1.24E-06,1.62E-05,7.46E-05,0.004483124,0.002876505,0.005702066,0.002245289,0.003931431,0.006086014,0.002288779,0.184316274,0.009833548,0.000146621,1.24E-05,0.005709521,0.000142893,0.000103132,0.009064409,0.000288272,2.24E-05,0.001215215,0.025810267,0.002292506,0.001056168,1.24E-06,0.008706554,0.002378242,0.011599213,0.000205021,0.01158803,0.002534804,0.027380852,1.24E-06,0.000308153,0.000224902,0.013956332,6.59E-05,0.000166502,0.000294485,0.004956536,0.00024354,0.000546722,0.000263421,0.00287899,0.000263421,0.000227387,0.000575301,7.58E-05,0.002121034,0.000300697,0.005785317,0.062776157,0.000447318,1.24E-06,1.24E-06,3.35E-05,0.000154076,0.000293242,0.001087232,0.004408571,1.24E-05,0.000509446,0.000765411,0.00012674,7.08E-05,1.24E-05,5.96E-05,0.000209991,1.24E-06,1.24E-06,5.84E-05,1.49E-05,1.24E-06,0.003660555,0.226833881,0.003508964,0.009321617,0.001738329,0.022287636,0.000140408,1.24E-06,0.000157804,0.000408799,0.001253734,0.001245036,7.21E-05,0.005105642,9.94E-05,0.000299455,1.99E-05,0.000879726,0.007706301,0.005388943,0.002384455,0.000335489,0.00665386,1.24E-06,0.032383362,2.11E-05,0.000714467,0.000137923,0.00043862,0.02775486,0.004556434,0.008846962,0.000162774,1.24E-06,0.023256825,0.031483755,0.017839303,1.24E-06,0.000206263,0.000290757,7.08E-05,1.24E-06,5.34E-05,0.00013171
3.43E-05,1.14E-06,1.14E-06,0.005816687,0.000274588,0.047809189,1.14E-06,1.14E-06,0.003057079,0.001130387,0.000742531,1.14E-06,0.00037527,1.14E-06,3.43E-05,9.38E-05,0.023841096,0.003695496,0.028924405,0.007318912,0.005306412,0.002074283,0.020000297,0.190400406,0.001350057,0.000267723,3.43E-05,0.007483665,0.0001556,0.00013615,0.009190686,0.000348955,3.66E-05,0.001306581,0.013088691,0.016911183,0.001069749,1.14E-06,0.003113141,0.002412941,0.020375568,0.000224247,0.019475148,0.001554854,0.074179926,1.14E-06,0.000288317,0.000299758,0.004258401,8.58E-05,0.00021395,0.000256282,0.006822366,0.000283741,0.000510276,0.000327217,0.00159261,0.000237976,0.000283741,0.000876393,9.50E-05,0.003373999,0.000326073,0.006381881,0.131852542,0.000416458,1.14E-06,1.14E-06,3.32E-05,0.000197932,0.000342091,0.002189839,0.05962219,2.97E-05,0.000597229,0.000926734,8.70E-05,8.81E-05,0.000318064,8.58E-05,0.000282597,1.14E-06,1.14E-06,8.35E-05,3.09E-05,1.14E-06,0.002527353,0.133220905,0.006618713,0.001052587,0.002551379,0.021586043,0.000157888,1.14E-06,0.000203653,0.009022501,0.003483834,0.003022755,0.000108691,0.006505445,0.000131573,0.000360397,4.69E-05,0.000951905,0.002646341,0.001854613,0.004228654,0.00027802,0.008345184,1.60E-05,0.012388492,4.23E-05,0.000851223,0.00018077,0.000451926,0.01193771,0.013474258,0.008370355,0.000797449,3.43E-06,0.001843171,0.001640663,0.000721937,1.14E-06,0.000146447,0.000401585,0.00010297,0.00010297,6.75E-05,0.000193356
1.29E-05,1.08E-06,1.08E-06,0.001125476,0.000110932,0.071425187,1.08E-06,1.08E-06,0.000916536,0.000505118,0.000591279,1.08E-06,1.08E-06,1.08E-06,1.40E-05,6.57E-05,0.014611802,0.001768451,0.015368941,0.0089995,0.008270364,0.002836846,0.008133584,0.408346401,0.001176096,0.000271407,1.18E-05,0.004544985,0.000132472,2.58E-05,0.007078113,0.000254174,4.42E-05,0.00102316,0.001719986,0.00278838,0.000829298,1.08E-06,0.001705985,0.002076476,0.019623132,0.00024125,0.00626497,0.00035649,0.013722192,1.08E-06,0.0002811,0.000655899,0.00269468,5.60E-05,0.000140011,0.000212171,0.005023177,0.000282177,0.000360799,0.000298332,0.002274646,0.000316641,0.000154013,0.000664516,5.49E-05,0.003250418,0.000116317,0.000896073,0.040176802,0.000292947,1.08E-06,1.08E-06,1.18E-05,0.000131395,0.000194939,0.00125364,0.007155658,1.29E-05,0.000456652,0.000799142,5.39E-05,5.28E-05,0.000261714,6.14E-05,0.00019817,1.08E-06,1.08E-06,0.000119548,1.29E-05,1.08E-06,9.91E-05,0.104809283,0.002810998,0.000184169,0.001213791,0.014802433,0.000113086,1.08E-06,0.000130318,0.006547147,0.108821147,0.018884303,8.40E-05,0.008723786,9.91E-05,0.000250943,1.29E-05,0.000372646,0.000258483,0.002567593,0.005310739,0.000455575,0.004369432,1.08E-06,0.005964484,1.62E-05,0.001243947,0.00014755,0.000672055,0.016458875,0.008492228,0.005269813,0.00011524,1.08E-06,0.002656985,0.001067317,0.000540659,1.08E-06,0.000129241,0.000121702,5.82E-05,1.08E-06,1.83E-05,0.000114163
3.25E-05,1.55E-06,1.55E-06,0.012643023,0.000274343,0.017010809,1.55E-06,1.55E-06,0.004933522,0.001181069,0.000641683,1.55E-06,0.00075948,1.55E-06,3.10E-05,0.000111597,0.0096609,0.000607584,0.006788824,0.016375326,0.005861948,0.005646504,0.011150411,0.483238734,0.004556882,0.000176695,3.25E-05,0.006035544,0.000170496,0.000193745,0.016508622,0.000409189,3.41E-05,0.00154376,0.001801053,0.000561085,0.001684806,1.55E-06,0.00116247,0.002934074,0.039930066,0.000265043,0.005573656,0.000418489,0.011534801,1.55E-06,0.000271243,0.000340991,0.007140665,9.76E-05,0.000227844,0.009837595,0.013263006,0.000339441,0.000581235,0.00040299,0.000830778,0.000511487,0.00038594,0.002021148,9.45E-05,0.007360759,0.000184445,0.000895877,0.050280698,0.000477388,1.55E-06,1.55E-06,3.87E-05,0.000223194,0.000317742,0.001742155,0.018039983,3.10E-05,0.000743981,0.001055523,9.14E-05,0.000106947,8.68E-05,0.000162746,0.000299142,1.55E-06,1.55E-06,0.000199945,2.94E-05,1.55E-06,0.000159646,0.037028541,0.001373264,0.001505011,0.01851737,0.023447793,0.000164296,1.55E-06,0.000218544,0.009062615,0.002394688,0.00269848,0.000127097,0.01082802,0.000136396,0.000413839,3.25E-05,0.004022146,0.000726931,0.009395857,0.001732855,0.015908788,0.01352805,1.55E-06,0.003346363,3.72E-05,0.001021424,0.000209245,0.000506837,0.007539005,0.027852779,0.008323284,0.000139496,1.55E-06,0.002752729,0.001655357,0.000827679,1.55E-06,0.000168946,0.000626184,0.000100747,1.55E-06,8.37E-05,0.000167396
2.75E-05,7.85E-07,7.85E-07,0.002324771,0.0001193,0.008671192,7.85E-07,7.85E-07,0.004199029,0.000656932,0.000372026,7.85E-07,0.000368887,7.85E-07,2.67E-05,7.14E-05,0.00314417,0.00020328,0.002469186,0.001945681,0.001935478,0.000996779,0.00069696,0.034657296,0.005492487,0.00020171,2.43E-05,0.002382851,0.000130288,0.000191507,0.006140786,0.000239384,4.00E-05,0.000917508,0.004831631,0.001144334,0.000824109,7.85E-07,0.001911147,0.000857858,0.004713116,0.000183658,0.002758801,0.000186798,0.009705644,7.85E-07,0.000335922,0.000344556,0.003306637,6.28E-05,0.000140491,0.000331998,0.004994098,0.00020171,0.000630247,0.000214268,0.000436385,0.000692251,0.000142061,0.001138055,7.14E-05,0.002821591,0.00017424,0.002985628,0.031099502,0.000277057,7.85E-07,7.85E-07,2.75E-05,0.000133427,0.000273133,0.001447292,0.010202464,2.43E-05,0.000446588,0.000726,0.00049368,6.51E-05,2.83E-05,0.000867276,0.004643263,7.85E-07,7.85E-07,0.021086191,2.43E-05,7.85E-07,0.000120084,0.02959413,0.001472407,0.000619259,0.001301307,0.004909332,0.000112236,7.85E-07,0.000135782,0.001666269,0.601832346,0.114057408,0.000772307,0.001730628,7.53E-05,0.000248802,2.35E-05,0.000977942,0.00166313,0.004005952,0.000977942,0.00035162,0.007446802,7.85E-07,0.003512272,3.30E-05,0.002450349,0.00020328,0.002569649,0.004799451,0.009835147,0.002373433,0.000112236,7.85E-07,0.001068987,0.001044656,0.000496035,6.28E-06,0.000153049,0.000250372,7.22E-05,7.85E-07,0.000145985,0.000111451
3.15E-05,1.37E-06,1.37E-06,0.000677497,0.000161504,0.018271877,1.37E-06,1.37E-06,0.004728789,0.000955339,0.000751405,1.37E-06,1.37E-06,1.37E-06,3.15E-05,0.000101282,0.012415296,0.000424291,0.013137959,0.004567285,0.009979046,0.002911182,0.011881511,0.426178194,0.003164388,0.00023815,3.56E-05,0.00678044,0.000151923,2.74E-05,0.013950955,0.000381862,4.52E-05,0.001435745,0.003039838,0.004875238,0.001375523,1.37E-06,0.001515129,0.003171231,0.008461179,0.000247731,0.022692714,0.001339938,0.048733218,1.37E-06,0.000303847,0.00045577,0.005952389,9.85E-05,0.000220357,0.000502306,0.007564694,0.00029016,0.00057074,0.000350382,0.001071676,0.00032164,0.000229938,0.001322145,9.85E-05,0.013276196,0.000411973,0.003585941,0.092989484,0.000442084,1.37E-06,1.37E-06,0.000117706,0.000208039,0.000297004,0.010653805,0.035082004,3.01E-05,0.000666547,0.001012823,8.90E-05,9.03E-05,0.000190247,9.17E-05,0.00030111,1.37E-06,1.37E-06,8.76E-05,3.01E-05,1.37E-06,0.000146449,0.075749592,0.014212373,0.000292898,0.001252342,0.008086161,0.000164242,1.37E-06,0.000201196,0.001380998,0.002070813,0.003145227,0.000135499,0.010210352,0.00015603,0.000384599,4.79E-05,0.001914783,0.00144122,0.003303993,0.007555113,0.003637951,0.012888859,1.09E-05,0.009779218,4.11E-05,0.001639679,0.0002491,0.001038828,0.008912844,0.008967591,0.00661483,0.000262787,1.37E-06,0.001764228,0.002490998,0.0008609,1.37E-06,0.000543366,0.000192984,0.000102651,1.64E-05,3.83E-05,0.000195721
1.75E-05,1.46E-06,1.46E-06,0.001193227,0.000130964,0.031012264,1.46E-06,1.46E-06,0.001571567,0.000817797,0.000547138,1.46E-06,1.46E-06,1.46E-06,1.75E-05,8.15E-05,0.015151074,0.001392583,0.009377019,0.02229443,0.00412682,0.004771453,0.012508513,0.554077926,0.001653056,0.000181894,2.04E-05,0.003166417,0.000157157,3.49E-05,0.007696315,0.000339051,1.89E-05,0.001290723,0.008297294,0.002031396,0.000867272,1.46E-06,0.001641415,0.004251963,0.007329616,0.000194991,0.009384295,0.000229914,0.013988405,1.46E-06,0.000208087,0.000206632,0.017509881,7.42E-05,0.00019208,0.003553489,0.004800556,0.000256107,0.000554414,0.000302672,0.032486336,0.000235735,0.000213908,0.00075377,8.15E-05,0.00478746,0.00018626,0.001014243,0.013799235,0.000394347,1.46E-06,1.46E-06,1.89E-05,0.000181894,0.000344872,0.00131837,0.002878297,1.89E-05,0.000582062,0.000862907,7.28E-05,0.000114957,6.26E-05,7.42E-05,0.000247376,1.46E-06,1.46E-06,7.71E-05,1.75E-05,1.46E-06,0.00032741,0.05420307,0.001871329,0.000264838,0.001756372,0.013023638,0.000343417,1.46E-06,0.000184805,0.000957492,0.030050407,0.016809951,0.000247376,0.014241602,0.000112047,0.000480201,1.89E-05,0.011179956,0.001330012,0.003752845,0.001536644,0.000227004,0.009429405,1.46E-06,0.003073287,2.04E-05,0.000909472,0.00018917,0.000587883,0.004659406,0.003731018,0.009314447,0.000146971,1.46E-06,0.001564292,0.001525002,0.000682468,1.46E-06,0.000452553,0.000154246,7.71E-05,1.46E-06,2.47E-05,0.000162977
1.05E-05,8.73E-07,8.73E-07,0.001181569,8.29E-05,0.003383266,8.73E-07,8.73E-07,0.001651928,0.002233113,0.000310664,8.73E-07,6.63E-05,8.73E-07,1.22E-05,4.71E-05,0.002035021,0.000100355,0.001419803,0.000879632,0.001282796,0.000479085,0.000328117,0.00741404,0.001730466,5.15E-05,1.31E-05,0.002727033,9.60E-05,4.45E-05,0.003782068,0.000208563,1.40E-05,0.000798475,0.025619277,0.000670196,0.00062569,8.73E-07,0.001620512,0.000623945,0.003797775,0.00012828,0.002530687,0.000141369,0.004179124,8.73E-07,0.000171912,0.000177148,0.001703414,4.45E-05,0.000137879,0.00023038,0.002456511,0.000155332,0.000433707,0.000180639,0.000458142,0.000226889,0.000109954,0.000437198,4.63E-05,0.00243295,0.000126534,0.000712083,0.030764424,0.000242597,8.73E-07,8.73E-07,4.19E-05,0.000109954,0.000202455,0.001746174,0.003069112,1.05E-05,0.000356041,0.000537553,4.36E-05,5.24E-05,8.73E-07,4.36E-05,0.000212054,8.73E-07,8.73E-07,0.003287275,1.13E-05,8.73E-07,7.77E-05,0.048773315,0.001480015,0.000314154,0.00063878,0.002494908,9.69E-05,8.73E-07,0.00011519,0.001915468,0.669138886,0.10101018,0.000296701,0.010619285,4.63E-05,0.000211181,1.48E-05,0.000558496,0.001555063,0.001503577,0.000452906,0.00020071,0.003918201,5.24E-06,0.006213272,1.31E-05,0.000777532,9.08E-05,0.000343824,0.005295244,0.002961776,0.001736575,6.63E-05,8.73E-07,0.002250566,0.001242654,0.009775432,8.73E-07,0.000136133,0.000132643,5.15E-05,8.73E-07,8.64E-05,7.94E-05
5.19E-05,1.40E-06,1.40E-06,0.002629732,0.00016427,0.02902252,1.40E-06,1.26E-05,0.079080085,0.002333483,0.001934741,1.40E-06,1.40E-06,1.40E-06,7.86E-05,0.000130574,0.003192744,0.000189543,0.002969505,0.005460238,0.001844884,0.001311356,0.007757217,0.011918735,0.005894081,0.000185331,3.23E-05,0.005126081,0.000269572,1.26E-05,0.010577895,0.000398742,0.000109514,0.001705886,0.028689767,0.006061159,0.002608671,1.40E-06,0.010299899,0.019197181,0.058515388,0.000869089,0.00839745,0.000703415,0.017301752,1.40E-06,0.000304673,0.001248175,0.156945692,9.69E-05,0.000238684,0.001180782,0.024163203,0.00038049,0.000835393,0.00036645,0.000768,0.001037572,0.000262552,0.024121083,0.000348197,0.002435977,0.000214815,0.027400876,0.036806414,0.000490003,1.40E-06,1.40E-06,3.51E-05,0.000221835,0.000352409,0.004046389,0.009597888,3.65E-05,0.000721667,0.001051612,0.000124958,0.000109514,1.40E-06,9.55E-05,0.000299056,1.40E-06,1.40E-06,9.83E-05,3.51E-05,1.40E-06,0.00029344,0.053726272,0.004544816,0.000812928,0.013770639,0.001968438,0.000209199,4.21E-06,0.000219027,0.002156576,0.002135516,0.000671122,8.70E-05,0.000773616,0.000106706,0.000432439,3.37E-05,0.002295575,0.013335393,0.057453948,0.008332865,0.001500899,0.145898854,1.40E-06,0.019977816,4.63E-05,0.005374593,0.000310289,0.001823823,0.016721891,0.007241941,0.001791531,0.000388914,1.40E-06,0.006254914,0.003769797,0.001256599,1.40E-06,0.00016427,0.000252724,0.000112322,1.40E-06,4.21E-05,0.000171291
3.35E-05,1.20E-06,1.20E-06,0.000751801,0.000143656,0.140305533,1.20E-06,7.18E-06,0.001101365,0.001428183,0.003050302,1.20E-06,1.20E-06,1.20E-06,3.11E-05,0.000101757,0.060458958,0.000384281,0.018107879,0.01393586,0.00818003,0.007807721,0.04488781,0.075042468,0.004386306,0.000325621,1.92E-05,0.001286921,0.000803278,4.67E-05,0.002059074,0.000301678,2.87E-05,0.001271358,0.085821481,0.000804475,0.002020766,1.20E-06,0.00772033,0.000513571,0.041124015,0.000249004,0.003621336,0.000237033,0.022317009,1.20E-06,0.000339987,0.000203513,0.004067868,6.94E-05,0.000173585,0.000742224,0.007965743,0.000329212,0.000411815,0.000316044,0.002275755,0.00030527,0.000555471,0.000282524,0.001881898,0.000630891,0.000153233,0.000344775,0.001822041,0.000353155,1.20E-06,1.20E-06,2.51E-05,0.000168796,0.000253793,0.000614131,0.001994429,2.27E-05,0.000638073,0.000922992,6.82E-05,7.66E-05,0.000223864,0.000129291,0.000210696,1.20E-06,1.20E-06,0.00028851,1.92E-05,1.20E-06,0.000117319,0.130615914,0.000878698,0.000397449,0.000761378,0.007333655,0.000234639,1.20E-06,0.000306467,0.010269032,0.003955337,0.007625756,0.000178373,0.003100582,0.000104151,0.000477657,2.04E-05,0.00022147,0.002861155,0.001284527,0.001391072,0.001255796,0.009918272,1.20E-06,0.071285856,2.39E-05,0.001286921,0.000192739,0.000636876,0.144970772,0.000430969,0.008346432,0.000189147,1.20E-06,0.002321247,0.005970117,0.000826024,1.20E-06,0.000112531,0.00020471,7.54E-05,1.20E-06,2.63E-05,0.00017119
5.22E-05,1.49E-06,1.49E-06,0.002000776,0.000198436,0.057139234,1.49E-06,2.98E-05,0.005811351,0.001773991,0.001033958,1.49E-06,1.49E-06,1.49E-06,3.28E-05,0.000110408,0.078406243,0.000168596,0.002308128,0.00095339,0.012135951,0.000625149,0.014520172,0.005869539,0.038989019,0.000101456,2.69E-05,0.009674147,0.000516233,6.71E-05,0.00625746,0.000384937,0.000165612,0.001627775,0.004432741,0.005960551,0.001581523,1.49E-06,0.004916149,0.00423132,0.051093638,0.000432681,0.010273932,0.002428981,0.058667045,1.49E-06,0.001826212,0.000595309,0.00747195,9.85E-05,0.000225292,0.006719981,0.019381117,0.000365541,0.001305503,0.000350621,0.003274946,0.000514741,0.000510265,0.004617749,0.000144724,0.00321825,0.000261101,0.026309979,0.192454942,0.000555025,1.49E-06,1.49E-06,4.63E-05,0.000211864,0.00078181,0.001838148,0.009630878,2.54E-05,0.003658391,0.001098114,8.50E-05,9.40E-05,1.94E-05,1.00E-04,0.000443125,1.49E-06,1.49E-06,8.95E-05,2.83E-05,1.49E-06,0.000180532,0.091550788,0.005384638,0.000681845,0.003370434,0.044194617,0.00025364,1.49E-06,0.000210372,0.000413285,0.001408451,0.000699749,0.00014174,0.000778825,0.000114884,0.000604261,3.43E-05,0.003627059,0.018614228,0.021784734,0.001535271,0.000502805,0.03320154,0.00023872,0.033605873,5.37E-05,0.003152602,0.000298401,0.001575555,0.032601755,0.001010086,0.009081821,0.000162628,1.49E-06,0.010909525,0.002640845,0.000875806,1.49E-06,0.000361065,0.000286465,0.000152184,4.77E-05,6.56E-05,0.00021634
3.23E-05,1.20E-06,1.20E-06,0.00365383,0.000857189,0.015600607,1.20E-06,8.38E-06,0.010342541,0.007978087,0.00373883,1.20E-06,5.99E-06,1.20E-06,4.07E-05,9.46E-05,0.002182481,0.000132888,0.002245932,0.003763971,0.001538392,0.002051987,0.004097988,0.018900068,0.007290898,0.000110142,1.80E-05,0.009162109,0.00030289,1.68E-05,0.009734367,0.000296904,0.027410905,0.001425856,0.127588329,0.002303397,0.00205917,1.20E-06,0.019528594,0.023730737,0.035612866,0.000451341,0.013698269,0.001003247,0.04315757,1.20E-06,0.002905585,0.001119374,0.079377412,7.06E-05,0.000175987,0.002687696,0.038943454,0.00056268,0.000675216,0.000283734,0.001443813,0.025587582,0.000451341,0.009013658,9.46E-05,0.005232926,0.000189156,0.002111846,0.07106052,0.011994665,1.20E-06,1.20E-06,2.39E-05,0.000161621,0.000453736,0.002759527,0.014052638,0.001337263,0.000695568,0.001076275,7.18E-05,7.66E-05,1.20E-06,0.000155635,0.000739865,1.20E-06,1.20E-06,7.42E-05,1.92E-05,1.20E-06,0.000122114,0.026589631,0.010001341,0.002699668,0.003603548,0.001720365,0.000238241,1.20E-06,0.000168804,0.000542328,0.008470132,0.001029585,0.000110142,0.000940993,9.34E-05,0.000336411,2.39E-05,0.002267481,0.032076362,0.009571549,0.019821906,0.027306749,0.09659782,9.34E-05,0.028221404,8.38E-05,0.008506048,0.000308876,0.002976219,0.030100995,0.001338461,0.001247474,0.000110142,1.20E-06,0.001375573,0.001981353,0.00063092,1.20E-06,0.000125705,0.000300495,0.000152043,5.15E-05,3.83E-05,0.000156832
3.26E-05,1.31E-06,1.31E-06,0.011330901,0.000181514,0.068911257,1.31E-06,1.83E-05,0.005560329,0.033254895,0.001209221,1.31E-06,1.31E-06,1.31E-06,3.92E-05,0.000105774,0.009894461,0.000693409,0.004140865,0.01843475,0.007052921,0.002141602,0.008779261,0.155097665,0.006986322,0.000271618,3.13E-05,0.010028964,0.000292511,2.48E-05,0.011249938,0.000372169,5.48E-05,0.001662353,0.009669854,0.004335438,0.001292796,1.31E-06,0.0036133,0.002965596,0.024983612,0.000346051,0.00812111,0.00126015,0.023070534,1.31E-06,0.001262761,0.000729973,0.006034354,0.000100551,0.000224607,0.000319934,0.008447574,0.000284676,0.000881452,0.000357804,0.002610403,0.000394368,0.000199796,0.001877819,0.000104468,0.004258392,0.000420485,0.016742363,0.058336446,0.000460967,1.31E-06,1.31E-06,8.75E-05,0.000207631,0.000515813,0.007374161,0.011225127,2.74E-05,0.000663374,0.001010732,9.53E-05,8.75E-05,5.62E-05,9.27E-05,0.000276841,1.31E-06,1.31E-06,0.00010708,3.53E-05,1.31E-06,0.001907854,0.179991172,0.005351392,0.003130134,0.003696875,0.019461152,0.00017629,1.31E-06,0.000203713,0.003083123,0.003503608,0.001435134,0.000112304,0.003649864,0.000127974,0.00039698,4.44E-05,0.00125362,0.003119687,0.014023573,0.001548744,0.001620566,0.014432306,0.000142338,0.028585159,3.53E-05,0.001082554,0.000193266,0.000586329,0.021964476,0.018279354,0.004552209,0.003984163,1.31E-06,0.056235325,0.026733457,0.011013578,1.31E-06,0.000184126,0.000314711,0.000108386,4.05E-05,3.79E-05,0.000211548
3.16E-05,1.50E-06,1.50E-06,0.005662068,0.000172899,0.03762584,1.50E-06,1.50E-06,0.009522979,0.002597996,0.002819006,1.50E-06,1.50E-06,1.50E-06,2.86E-05,0.000117271,0.007572978,0.00036384,0.011282039,0.030385129,0.004030803,0.003698536,0.025568011,0.126556091,0.003764689,0.000133809,2.86E-05,0.015730807,0.000278142,0.000202968,0.015757869,0.000387895,0.000166885,0.001789129,0.015613536,0.001595182,0.002576948,1.50E-06,0.006225869,0.005328298,0.030445268,0.000996801,0.018582889,0.000457055,0.031700665,1.50E-06,0.000404433,0.003644411,0.057557342,9.17E-05,0.000228527,0.000323246,0.028320865,0.000395413,0.001520008,0.000372861,0.001661334,0.010608484,0.000422475,0.010458137,0.000145837,0.006782153,0.00066303,0.020128456,0.074369144,0.000487124,1.50E-06,1.50E-06,2.86E-05,0.000233038,0.000750232,0.004477334,0.013650004,3.16E-05,0.000739707,0.001082498,0.000105243,8.87E-05,1.35E-05,0.003695529,0.000626947,1.50E-06,1.50E-06,9.47E-05,3.01E-05,1.50E-06,0.000154857,0.053582168,0.045625804,0.001449345,0.006640827,0.007336934,0.000245066,1.50E-06,0.000210486,0.009771052,0.004717889,0.001548574,0.000153354,0.003551196,0.000126291,0.000410447,3.16E-05,0.002187549,0.012964422,0.006440866,0.015454168,0.000903585,0.059854645,1.50E-05,0.020716313,4.66E-05,0.010990366,0.000512683,0.003782731,0.044208032,0.007144489,0.003247495,0.003423401,1.50E-06,0.001792136,0.004047341,0.000990787,1.50E-06,0.000605898,0.000320239,0.000154857,4.66E-05,0.000323246,0.000213493
4.24E-05,1.33E-06,1.33E-06,0.002560621,0.000133932,0.002451884,1.33E-06,9.28E-06,0.008140679,0.000738615,0.000721376,1.33E-06,1.33E-06,1.33E-06,4.38E-05,0.000100781,0.001461318,3.98E-06,0.000741267,0.000803592,0.000879177,0.000330189,0.00017504,0.00451258,0.008545127,0.000173714,1.86E-05,0.018547594,0.000359362,1.86E-05,0.023788181,0.000322232,7.43E-05,0.003167956,0.00290407,0.000900394,0.003316475,1.33E-06,0.001999698,0.026485385,0.024923287,0.000377927,0.049918182,0.001284952,0.083730046,1.33E-06,0.001742442,0.000476055,0.105911043,7.82E-05,0.000200235,0.001906873,0.059843737,0.000273168,0.000991892,0.000411078,0.001417558,0.006537473,0.000247973,0.014210053,9.55E-05,0.009628518,0.000155149,0.032477848,0.08894809,0.0004071,1.33E-06,3.05E-05,0.00026919,0.000173714,0.000461469,0.005279043,0.00767258,1.59E-05,0.001133781,0.001273017,7.43E-05,8.09E-05,1.33E-06,6.76E-05,0.000505229,1.33E-06,1.33E-06,7.03E-05,2.25E-05,1.33E-06,0.000123324,0.00723498,0.007606277,0.000367318,0.005422257,0.000751876,0.000185648,1.33E-06,0.000186974,0.000643139,0.00991362,0.002030197,3.71E-05,0.000237365,8.09E-05,0.000371297,2.39E-05,0.005167654,0.000621922,0.005529668,0.016945714,0.002856332,0.195221147,0.000445556,0.002327234,3.18E-05,0.071477257,0.001384406,0.017555701,0.019633636,0.000879177,0.000664356,1.33E-06,1.33E-06,0.001555468,0.001676139,0.000712094,1.33E-06,0.001493143,0.00022543,0.000249299,1.86E-05,5.30E-05,0.000240017
